"city","usage","value","max","share","lat","lon","district"
"Нова Каховка","Діючі регуляторні акти на сайті ОМС",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Діючі регуляторні акти на сайті ОМС",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Діючі регуляторні акти на сайті ОМС",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Діючі регуляторні акти на сайті ОМС",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Діючі регуляторні акти на сайті ОМС",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Діючі регуляторні акти на сайті ОМС",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Діючі регуляторні акти на сайті ОМС",0,1,0,50.5884714,32.3875825,"no"
"Умань","Діючі регуляторні акти на сайті ОМС",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Діючі регуляторні акти на сайті ОМС",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Діючі регуляторні акти на сайті ОМС",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Діючі регуляторні акти на сайті ОМС",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Діючі регуляторні акти на data.gov.ua",0,1,0,48.922633,24.711117,"yes"
"Київ","Діючі регуляторні акти на data.gov.ua",0,1,0,50.4501,30.5234,"yes"
"Вінниця","Діючі регуляторні акти на data.gov.ua",1,1,100,49.233083,28.4682169,"yes"
"Львів","Діючі регуляторні акти на data.gov.ua",0,1,0,49.839683,24.029717,"yes"
"Біла Церква","Діючі регуляторні акти на data.gov.ua",0,1,0,49.7967977,30.1310853,"no"
"Одеса","Діючі регуляторні акти на data.gov.ua",0,1,0,46.482526,30.7233095,"yes"
"Дружківка","Діючі регуляторні акти на data.gov.ua",1,1,100,48.6161912,37.5272187,"no"
"Бердянськ","Діючі регуляторні акти на data.gov.ua",1,1,100,46.7737707,36.8034779,"no"
"Серєродонецьк","Діючі регуляторні акти на data.gov.ua",0,1,0,48.9481767,38.4878774,"no"
"Суми","Діючі регуляторні акти на data.gov.ua",0,1,0,50.9077,34.7981,"yes"
"Володимир Волинський","Діючі регуляторні акти на data.gov.ua",0,1,0,50.8481952,24.3256569,"no"
"Рівне","Діючі регуляторні акти на data.gov.ua",0,1,0,50.6199,26.251617,"yes"
"Ізмаїл","Діючі регуляторні акти на data.gov.ua",0,1,0,45.3501944,28.8501919,"no"
"Запоріжжя","Діючі регуляторні акти на data.gov.ua",0,1,0,47.8388,35.139567,"yes"
"Кам'янське","Діючі регуляторні акти на data.gov.ua",0,1,0,48.523117,34.613683,"no"
"Дрогобич","Діючі регуляторні акти на data.gov.ua",0,1,0,49.3580116,23.5123193,"no"
"Коростень","Діючі регуляторні акти на data.gov.ua",0,1,0,50.9532135,28.6457544,"no"
"Тернопіль","Діючі регуляторні акти на data.gov.ua",1,1,100,49.553517,25.594767,"yes"
"Краматорськ","Діючі регуляторні акти на data.gov.ua",1,1,100,48.738967,37.58435,"no"
"Коломия","Діючі регуляторні акти на data.gov.ua",0,1,0,48.5304917,25.0412055,"no"
"Житомир","Діючі регуляторні акти на data.gov.ua",1,1,100,50.25465,28.6586669,"yes"
"Калуш","Діючі регуляторні акти на data.gov.ua",0,1,0,49.0414259,24.3950384,"no"
"Луцьк","Діючі регуляторні акти на data.gov.ua",1,1,100,50.747233,25.325383,"yes"
"Нікополь","Діючі регуляторні акти на data.gov.ua",1,1,100,47.56746,34.394815,"no"
"Ужгород","Діючі регуляторні акти на data.gov.ua",1,1,100,48.6208,22.287883,"yes"
"Бахмут","Діючі регуляторні акти на data.gov.ua",0,1,0,48.5986674,37.9980367,"no"
"Дніпро","Діючі регуляторні акти на data.gov.ua",0,1,0,48.464717,35.046183,"yes"
"Енергодар","Діючі регуляторні акти на data.gov.ua",0,1,0,47.5015067,34.6341859,"no"
"Кропивницький","Діючі регуляторні акти на data.gov.ua",1,1,100,48.507933,32.262317,"yes"
"Чернігів","Діючі регуляторні акти на data.gov.ua",0,1,0,51.4982,31.2893499,"yes"
"Ромни","Діючі регуляторні акти на data.gov.ua",0,1,0,50.7415087,33.4809526,"no"
"Бориспіль","Діючі регуляторні акти на data.gov.ua",1,1,100,50.3482,30.95615,"no"
"Миргород","Діючі регуляторні акти на data.gov.ua",0,1,0,49.9627279,33.6053332,"no"
"Маріуполь","Діючі регуляторні акти на data.gov.ua",0,1,0,47.097133,37.543367,"no"
"Первомайськ","Діючі регуляторні акти на data.gov.ua",0,1,0,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Діючі регуляторні акти на data.gov.ua",0,1,0,48.6967162,26.5825364,"no"
"Ковель","Діючі регуляторні акти на data.gov.ua",0,1,0,51.209018,24.6980251,"no"
"Олександрія","Діючі регуляторні акти на data.gov.ua",0,1,0,48.6632704,33.0967875,"no"
"Ніжин","Діючі регуляторні акти на data.gov.ua",0,1,0,51.0377956,31.8880994,"no"
"Лубни","Діючі регуляторні акти на data.gov.ua",0,1,0,50.0173168,32.9908442,"no"
"Охтирка","Діючі регуляторні акти на data.gov.ua",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Діючі регуляторні акти на data.gov.ua",0,1,0,49.422983,26.9871331,"yes"
"Бровари","Діючі регуляторні акти на data.gov.ua",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Діючі регуляторні акти на data.gov.ua",0,1,0,49.0390512,28.1085937,"no"
"Миколаїв","Діючі регуляторні акти на data.gov.ua",0,1,0,46.975033,31.9945829,"yes"
"Лисичанськ","Діючі регуляторні акти на data.gov.ua",1,1,100,48.9066145,38.4433606,"no"
"Слов'янськ","Діючі регуляторні акти на data.gov.ua",1,1,100,48.8532,37.6053001,"no"
"Білгород Дністровський","Діючі регуляторні акти на data.gov.ua",0,1,0,46.1854516,30.3414908,"no"
"Дубно","Діючі регуляторні акти на data.gov.ua",0,1,0,50.4009139,25.7590674,"no"
"Мелітополь","Діючі регуляторні акти на data.gov.ua",0,1,0,46.8550216,35.3586996,"no"
"Шепетівка","Діючі регуляторні акти на data.gov.ua",0,1,0,50.1757487,27.0559924,"no"
"Чернівці","Діючі регуляторні акти на data.gov.ua",0,1,0,48.2920787,25.9358367,"yes"
"Херсон","Діючі регуляторні акти на data.gov.ua",0,1,0,46.635417,32.616867,"yes"
"Лиман","Діючі регуляторні акти на data.gov.ua",0,1,0,48.9897585,37.8049964,"no"
"Лозова","Діючі регуляторні акти на data.gov.ua",0,1,0,48.8902362,36.308001,"no"
"Каховка","Діючі регуляторні акти на data.gov.ua",0,1,0,46.8117208,33.4901963,"no"
"Мукачево","Діючі регуляторні акти на data.gov.ua",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Діючі регуляторні акти на data.gov.ua",0,1,0,49.065783,33.410033,"no"
"Южноукраїнськ","Діючі регуляторні акти на data.gov.ua",0,1,0,47.8227621,31.1840826,"no"
"Покров","Діючі регуляторні акти на data.gov.ua",0,1,0,47.6572805,34.07859,"no"
"Рубіжне","Діючі регуляторні акти на data.gov.ua",0,1,0,49.0161213,38.3751403,"no"
"Фастів","Діючі регуляторні акти на data.gov.ua",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Діючі регуляторні акти на data.gov.ua",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Діючі регуляторні акти на data.gov.ua",0,1,0,49.0496835,33.2284693,"no"
"Нетішин","Діючі регуляторні акти на data.gov.ua",0,1,0,50.3339731,26.6500845,"no"
"Подільськ","Діючі регуляторні акти на data.gov.ua",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Діючі регуляторні акти на data.gov.ua",0,1,0,49.0156679,33.6450451,"no"
"Ірпінь","Діючі регуляторні акти на data.gov.ua",0,1,0,50.51875,30.239783,"no"
"Червоноград","Діючі регуляторні акти на data.gov.ua",0,1,0,50.3871767,24.2199454,"no"
"Чорноморськ","Діючі регуляторні акти на data.gov.ua",0,1,0,46.2952236,30.6480855,"no"
"Харків","Діючі регуляторні акти на data.gov.ua",0,1,0,49.9935,36.230383,"yes"
"Бердичів","Діючі регуляторні акти на data.gov.ua",0,1,0,49.9106591,28.5900313,"no"
"Славута","Діючі регуляторні акти на data.gov.ua",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Діючі регуляторні акти на data.gov.ua",0,1,0,49.7546828,27.2121595,"no"
"Боярка","Діючі регуляторні акти на data.gov.ua",0,1,0,50.317117,30.298167,"no"
"Костянтинівка","Діючі регуляторні акти на data.gov.ua",0,1,0,48.5239429,37.7075811,"no"
"Жовті Води","Діючі регуляторні акти на data.gov.ua",0,1,0,48.3441198,33.5244801,"no"
"Ізюм","Діючі регуляторні акти на data.gov.ua",0,1,0,49.2121445,37.2665006,"no"
"Мирноград","Діючі регуляторні акти на data.gov.ua",0,1,0,48.2962118,37.2700036,"no"
"Самбір","Діючі регуляторні акти на data.gov.ua",0,1,0,49.5207147,23.2065501,"no"
"Новоград-Волинський","Діючі регуляторні акти на data.gov.ua",0,1,0,50.5860203,27.6363775,"no"
"Конотоп","Діючі регуляторні акти на data.gov.ua",0,1,0,51.2409432,33.2050521,"no"
"Павлоград","Діючі регуляторні акти на data.gov.ua",0,1,0,48.5294478,35.9032574,"no"
"Шостка","Діючі регуляторні акти на data.gov.ua",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Діючі регуляторні акти на data.gov.ua",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Діючі регуляторні акти на data.gov.ua",0,1,0,51.3436553,25.8490867,"no"
"Марганець","Діючі регуляторні акти на data.gov.ua",0,1,0,47.6489237,34.6105197,"no"
"Полтава","Діючі регуляторні акти на data.gov.ua",0,1,0,49.588267,34.5514169,"yes"
"Куп'янськ","Діючі регуляторні акти на data.gov.ua",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Діючі регуляторні акти на data.gov.ua",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Діючі регуляторні акти на data.gov.ua",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Діючі регуляторні акти на data.gov.ua",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Діючі регуляторні акти на data.gov.ua",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Діючі регуляторні акти на data.gov.ua",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Діючі регуляторні акти на data.gov.ua",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Діючі регуляторні акти на data.gov.ua",0,1,0,50.5884714,32.3875825,"no"
"Умань","Діючі регуляторні акти на data.gov.ua",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Діючі регуляторні акти на data.gov.ua",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Діючі регуляторні акти на data.gov.ua",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Діючі регуляторні акти на data.gov.ua",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Інвестиційний паспорт громади",1,1,100,48.922633,24.711117,"yes"
"Київ","Інвестиційний паспорт громади",0.7,1,70,50.4501,30.5234,"yes"
"Вінниця","Інвестиційний паспорт громади",1,1,100,49.233083,28.4682169,"yes"
"Львів","Інвестиційний паспорт громади",0.5,1,50,49.839683,24.029717,"yes"
"Біла Церква","Інвестиційний паспорт громади",0.7,1,70,49.7967977,30.1310853,"no"
"Одеса","Інвестиційний паспорт громади",1,1,100,46.482526,30.7233095,"yes"
"Дружківка","Інвестиційний паспорт громади",0.5,1,50,48.6161912,37.5272187,"no"
"Бердянськ","Інвестиційний паспорт громади",0.2,1,20,46.7737707,36.8034779,"no"
"Серєродонецьк","Інвестиційний паспорт громади",0.5,1,50,48.9481767,38.4878774,"no"
"Суми","Інвестиційний паспорт громади",0.5,1,50,50.9077,34.7981,"yes"
"Володимир Волинський","Інвестиційний паспорт громади",0.7,1,70,50.8481952,24.3256569,"no"
"Рівне","Інвестиційний паспорт громади",1,1,100,50.6199,26.251617,"yes"
"Ізмаїл","Інвестиційний паспорт громади",0.2,1,20,45.3501944,28.8501919,"no"
"Запоріжжя","Інвестиційний паспорт громади",1,1,100,47.8388,35.139567,"yes"
"Кам'янське","Інвестиційний паспорт громади",0,1,0,48.523117,34.613683,"no"
"Дрогобич","Інвестиційний паспорт громади",0.7,1,70,49.3580116,23.5123193,"no"
"Коростень","Інвестиційний паспорт громади",0.7,1,70,50.9532135,28.6457544,"no"
"Тернопіль","Інвестиційний паспорт громади",0.7,1,70,49.553517,25.594767,"yes"
"Краматорськ","Інвестиційний паспорт громади",0.7,1,70,48.738967,37.58435,"no"
"Коломия","Інвестиційний паспорт громади",0.5,1,50,48.5304917,25.0412055,"no"
"Житомир","Інвестиційний паспорт громади",0.2,1,20,50.25465,28.6586669,"yes"
"Калуш","Інвестиційний паспорт громади",0.2,1,20,49.0414259,24.3950384,"no"
"Луцьк","Інвестиційний паспорт громади",0.2,1,20,50.747233,25.325383,"yes"
"Нікополь","Інвестиційний паспорт громади",0,1,0,47.56746,34.394815,"no"
"Ужгород","Інвестиційний паспорт громади",0.7,1,70,48.6208,22.287883,"yes"
"Бахмут","Інвестиційний паспорт громади",0.7,1,70,48.5986674,37.9980367,"no"
"Дніпро","Інвестиційний паспорт громади",0.7,1,70,48.464717,35.046183,"yes"
"Енергодар","Інвестиційний паспорт громади",0.5,1,50,47.5015067,34.6341859,"no"
"Кропивницький","Інвестиційний паспорт громади",0.5,1,50,48.507933,32.262317,"yes"
"Чернігів","Інвестиційний паспорт громади",1,1,100,51.4982,31.2893499,"yes"
"Ромни","Інвестиційний паспорт громади",0.5,1,50,50.7415087,33.4809526,"no"
"Бориспіль","Інвестиційний паспорт громади",0.7,1,70,50.3482,30.95615,"no"
"Миргород","Інвестиційний паспорт громади",0.2,1,20,49.9627279,33.6053332,"no"
"Маріуполь","Інвестиційний паспорт громади",0.5,1,50,47.097133,37.543367,"no"
"Первомайськ","Інвестиційний паспорт громади",0.5,1,50,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Інвестиційний паспорт громади",0.7,1,70,48.6967162,26.5825364,"no"
"Ковель","Інвестиційний паспорт громади",0.5,1,50,51.209018,24.6980251,"no"
"Олександрія","Інвестиційний паспорт громади",1,1,100,48.6632704,33.0967875,"no"
"Ніжин","Інвестиційний паспорт громади",0.5,1,50,51.0377956,31.8880994,"no"
"Лубни","Інвестиційний паспорт громади",0.5,1,50,50.0173168,32.9908442,"no"
"Охтирка","Інвестиційний паспорт громади",0.5,1,50,50.3150962,34.9005644,"no"
"Хмельницький","Інвестиційний паспорт громади",0.5,1,50,49.422983,26.9871331,"yes"
"Бровари","Інвестиційний паспорт громади",0.2,1,20,50.511083,30.7909,"no"
"Жмеринка","Інвестиційний паспорт громади",1,1,100,49.0390512,28.1085937,"no"
"Миколаїв","Інвестиційний паспорт громади",1,1,100,46.975033,31.9945829,"yes"
"Лисичанськ","Інвестиційний паспорт громади",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Інвестиційний паспорт громади",0,1,0,48.8532,37.6053001,"no"
"Білгород Дністровський","Інвестиційний паспорт громади",0.2,1,20,46.1854516,30.3414908,"no"
"Дубно","Інвестиційний паспорт громади",0.7,1,70,50.4009139,25.7590674,"no"
"Мелітополь","Інвестиційний паспорт громади",0.7,1,70,46.8550216,35.3586996,"no"
"Шепетівка","Інвестиційний паспорт громади",0.5,1,50,50.1757487,27.0559924,"no"
"Чернівці","Інвестиційний паспорт громади",0.7,1,70,48.2920787,25.9358367,"yes"
"Херсон","Інвестиційний паспорт громади",0.2,1,20,46.635417,32.616867,"yes"
"Лиман","Інвестиційний паспорт громади",0.2,1,20,48.9897585,37.8049964,"no"
"Лозова","Інвестиційний паспорт громади",0.2,1,20,48.8902362,36.308001,"no"
"Каховка","Інвестиційний паспорт громади",0,1,0,46.8117208,33.4901963,"no"
"Мукачево","Інвестиційний паспорт громади",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Інвестиційний паспорт громади",0.2,1,20,49.065783,33.410033,"no"
"Южноукраїнськ","Інвестиційний паспорт громади",0.5,1,50,47.8227621,31.1840826,"no"
"Покров","Інвестиційний паспорт громади",0.7,1,70,47.6572805,34.07859,"no"
"Рубіжне","Інвестиційний паспорт громади",0.5,1,50,49.0161213,38.3751403,"no"
"Фастів","Інвестиційний паспорт громади",0.5,1,50,50.0637682,29.9049684,"no"
"Сміла","Інвестиційний паспорт громади",0.5,1,50,49.227717,31.8522329,"no"
"Світловодськ","Інвестиційний паспорт громади",0.5,1,50,49.0496835,33.2284693,"no"
"Нетішин","Інвестиційний паспорт громади",0.2,1,20,50.3339731,26.6500845,"no"
"Подільськ","Інвестиційний паспорт громади",0.2,1,20,47.7585809,29.5339155,"no"
"Горішні Плавні","Інвестиційний паспорт громади",0,1,0,49.0156679,33.6450451,"no"
"Ірпінь","Інвестиційний паспорт громади",0.5,1,50,50.51875,30.239783,"no"
"Червоноград","Інвестиційний паспорт громади",1,1,100,50.3871767,24.2199454,"no"
"Чорноморськ","Інвестиційний паспорт громади",0,1,0,46.2952236,30.6480855,"no"
"Харків","Інвестиційний паспорт громади",0.5,1,50,49.9935,36.230383,"yes"
"Бердичів","Інвестиційний паспорт громади",0.5,1,50,49.9106591,28.5900313,"no"
"Славута","Інвестиційний паспорт громади",0.5,1,50,50.2969058,26.8600648,"no"
"Старокостянтинів","Інвестиційний паспорт громади",0.5,1,50,49.7546828,27.2121595,"no"
"Боярка","Інвестиційний паспорт громади",0.5,1,50,50.317117,30.298167,"no"
"Костянтинівка","Інвестиційний паспорт громади",0.2,1,20,48.5239429,37.7075811,"no"
"Жовті Води","Інвестиційний паспорт громади",0.2,1,20,48.3441198,33.5244801,"no"
"Ізюм","Інвестиційний паспорт громади",0.2,1,20,49.2121445,37.2665006,"no"
"Мирноград","Інвестиційний паспорт громади",0,1,0,48.2962118,37.2700036,"no"
"Самбір","Інвестиційний паспорт громади",0.2,1,20,49.5207147,23.2065501,"no"
"Новоград-Волинський","Інвестиційний паспорт громади",0.2,1,20,50.5860203,27.6363775,"no"
"Конотоп","Інвестиційний паспорт громади",0.2,1,20,51.2409432,33.2050521,"no"
"Павлоград","Інвестиційний паспорт громади",0.2,1,20,48.5294478,35.9032574,"no"
"Шостка","Інвестиційний паспорт громади",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Інвестиційний паспорт громади",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Інвестиційний паспорт громади",0.5,1,50,51.3436553,25.8490867,"no"
"Марганець","Інвестиційний паспорт громади",0.2,1,20,47.6489237,34.6105197,"no"
"Полтава","Інвестиційний паспорт громади",0.2,1,20,49.588267,34.5514169,"yes"
"Куп'янськ","Інвестиційний паспорт громади",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Інвестиційний паспорт громади",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Інвестиційний паспорт громади",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Інвестиційний паспорт громади",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Інвестиційний паспорт громади",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Інвестиційний паспорт громади",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Інвестиційний паспорт громади",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Інвестиційний паспорт громади",0,1,0,50.5884714,32.3875825,"no"
"Умань","Інвестиційний паспорт громади",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Інвестиційний паспорт громади",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Інвестиційний паспорт громади",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Інвестиційний паспорт громади",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Об єкти для інвестування",1,1,100,48.922633,24.711117,"yes"
"Київ","Об єкти для інвестування",1,1,100,50.4501,30.5234,"yes"
"Вінниця","Об єкти для інвестування",1,1,100,49.233083,28.4682169,"yes"
"Львів","Об єкти для інвестування",1,1,100,49.839683,24.029717,"yes"
"Біла Церква","Об єкти для інвестування",1,1,100,49.7967977,30.1310853,"no"
"Одеса","Об єкти для інвестування",1,1,100,46.482526,30.7233095,"yes"
"Дружківка","Об єкти для інвестування",1,1,100,48.6161912,37.5272187,"no"
"Бердянськ","Об єкти для інвестування",1,1,100,46.7737707,36.8034779,"no"
"Серєродонецьк","Об єкти для інвестування",1,1,100,48.9481767,38.4878774,"no"
"Суми","Об єкти для інвестування",1,1,100,50.9077,34.7981,"yes"
"Володимир Волинський","Об єкти для інвестування",1,1,100,50.8481952,24.3256569,"no"
"Рівне","Об єкти для інвестування",1,1,100,50.6199,26.251617,"yes"
"Ізмаїл","Об єкти для інвестування",1,1,100,45.3501944,28.8501919,"no"
"Запоріжжя","Об єкти для інвестування",1,1,100,47.8388,35.139567,"yes"
"Кам'янське","Об єкти для інвестування",0,1,0,48.523117,34.613683,"no"
"Дрогобич","Об єкти для інвестування",1,1,100,49.3580116,23.5123193,"no"
"Коростень","Об єкти для інвестування",1,1,100,50.9532135,28.6457544,"no"
"Тернопіль","Об єкти для інвестування",1,1,100,49.553517,25.594767,"yes"
"Краматорськ","Об єкти для інвестування",1,1,100,48.738967,37.58435,"no"
"Коломия","Об єкти для інвестування",1,1,100,48.5304917,25.0412055,"no"
"Житомир","Об єкти для інвестування",0,1,0,50.25465,28.6586669,"yes"
"Калуш","Об єкти для інвестування",1,1,100,49.0414259,24.3950384,"no"
"Луцьк","Об єкти для інвестування",1,1,100,50.747233,25.325383,"yes"
"Нікополь","Об єкти для інвестування",1,1,100,47.56746,34.394815,"no"
"Ужгород","Об єкти для інвестування",1,1,100,48.6208,22.287883,"yes"
"Бахмут","Об єкти для інвестування",1,1,100,48.5986674,37.9980367,"no"
"Дніпро","Об єкти для інвестування",1,1,100,48.464717,35.046183,"yes"
"Енергодар","Об єкти для інвестування",1,1,100,47.5015067,34.6341859,"no"
"Кропивницький","Об єкти для інвестування",1,1,100,48.507933,32.262317,"yes"
"Чернігів","Об єкти для інвестування",1,1,100,51.4982,31.2893499,"yes"
"Ромни","Об єкти для інвестування",1,1,100,50.7415087,33.4809526,"no"
"Бориспіль","Об єкти для інвестування",1,1,100,50.3482,30.95615,"no"
"Миргород","Об єкти для інвестування",1,1,100,49.9627279,33.6053332,"no"
"Маріуполь","Об єкти для інвестування",1,1,100,47.097133,37.543367,"no"
"Первомайськ","Об єкти для інвестування",1,1,100,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Об єкти для інвестування",1,1,100,48.6967162,26.5825364,"no"
"Ковель","Об єкти для інвестування",1,1,100,51.209018,24.6980251,"no"
"Олександрія","Об єкти для інвестування",1,1,100,48.6632704,33.0967875,"no"
"Ніжин","Об єкти для інвестування",1,1,100,51.0377956,31.8880994,"no"
"Лубни","Об єкти для інвестування",1,1,100,50.0173168,32.9908442,"no"
"Охтирка","Об єкти для інвестування",1,1,100,50.3150962,34.9005644,"no"
"Хмельницький","Об єкти для інвестування",1,1,100,49.422983,26.9871331,"yes"
"Бровари","Об єкти для інвестування",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Об єкти для інвестування",1,1,100,49.0390512,28.1085937,"no"
"Миколаїв","Об єкти для інвестування",1,1,100,46.975033,31.9945829,"yes"
"Лисичанськ","Об єкти для інвестування",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Об єкти для інвестування",0,1,0,48.8532,37.6053001,"no"
"Білгород Дністровський","Об єкти для інвестування",1,1,100,46.1854516,30.3414908,"no"
"Дубно","Об єкти для інвестування",1,1,100,50.4009139,25.7590674,"no"
"Мелітополь","Об єкти для інвестування",1,1,100,46.8550216,35.3586996,"no"
"Шепетівка","Об єкти для інвестування",1,1,100,50.1757487,27.0559924,"no"
"Чернівці","Об єкти для інвестування",1,1,100,48.2920787,25.9358367,"yes"
"Херсон","Об єкти для інвестування",1,1,100,46.635417,32.616867,"yes"
"Лиман","Об єкти для інвестування",1,1,100,48.9897585,37.8049964,"no"
"Лозова","Об єкти для інвестування",1,1,100,48.8902362,36.308001,"no"
"Каховка","Об єкти для інвестування",1,1,100,46.8117208,33.4901963,"no"
"Мукачево","Об єкти для інвестування",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Об єкти для інвестування",0,1,0,49.065783,33.410033,"no"
"Южноукраїнськ","Об єкти для інвестування",1,1,100,47.8227621,31.1840826,"no"
"Покров","Об єкти для інвестування",1,1,100,47.6572805,34.07859,"no"
"Рубіжне","Об єкти для інвестування",1,1,100,49.0161213,38.3751403,"no"
"Фастів","Об єкти для інвестування",1,1,100,50.0637682,29.9049684,"no"
"Сміла","Об єкти для інвестування",1,1,100,49.227717,31.8522329,"no"
"Світловодськ","Об єкти для інвестування",0,1,0,49.0496835,33.2284693,"no"
"Нетішин","Об єкти для інвестування",1,1,100,50.3339731,26.6500845,"no"
"Подільськ","Об єкти для інвестування",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Об єкти для інвестування",0,1,0,49.0156679,33.6450451,"no"
"Ірпінь","Об єкти для інвестування",0,1,0,50.51875,30.239783,"no"
"Червоноград","Об єкти для інвестування",1,1,100,50.3871767,24.2199454,"no"
"Чорноморськ","Об єкти для інвестування",0,1,0,46.2952236,30.6480855,"no"
"Харків","Об єкти для інвестування",1,1,100,49.9935,36.230383,"yes"
"Бердичів","Об єкти для інвестування",1,1,100,49.9106591,28.5900313,"no"
"Славута","Об єкти для інвестування",1,1,100,50.2969058,26.8600648,"no"
"Старокостянтинів","Об єкти для інвестування",1,1,100,49.7546828,27.2121595,"no"
"Боярка","Об єкти для інвестування",1,1,100,50.317117,30.298167,"no"
"Костянтинівка","Об єкти для інвестування",0,1,0,48.5239429,37.7075811,"no"
"Жовті Води","Об єкти для інвестування",0,1,0,48.3441198,33.5244801,"no"
"Ізюм","Об єкти для інвестування",1,1,100,49.2121445,37.2665006,"no"
"Мирноград","Об єкти для інвестування",0,1,0,48.2962118,37.2700036,"no"
"Самбір","Об єкти для інвестування",1,1,100,49.5207147,23.2065501,"no"
"Новоград-Волинський","Об єкти для інвестування",1,1,100,50.5860203,27.6363775,"no"
"Конотоп","Об єкти для інвестування",0,1,0,51.2409432,33.2050521,"no"
"Павлоград","Об єкти для інвестування",1,1,100,48.5294478,35.9032574,"no"
"Шостка","Об єкти для інвестування",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Об єкти для інвестування",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Об єкти для інвестування",1,1,100,51.3436553,25.8490867,"no"
"Марганець","Об єкти для інвестування",0,1,0,47.6489237,34.6105197,"no"
"Полтава","Об єкти для інвестування",0,1,0,49.588267,34.5514169,"yes"
"Куп'янськ","Об єкти для інвестування",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Об єкти для інвестування",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Об єкти для інвестування",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Об єкти для інвестування",1,1,100,49.2656076,23.8431343,"no"
"Вишневе","Об єкти для інвестування",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Об єкти для інвестування",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Об єкти для інвестування",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Об єкти для інвестування",0,1,0,50.5884714,32.3875825,"no"
"Умань","Об єкти для інвестування",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Об єкти для інвестування",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Об єкти для інвестування",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Об єкти для інвестування",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Підприємці у виконкомі",0,1,0,48.922633,24.711117,"yes"
"Київ","Підприємці у виконкомі",1,1,100,50.4501,30.5234,"yes"
