"city","usage","value","max","share","lat","lon","district"
"Дніпро","Кредитний рейтинг",0,1,0,48.464717,35.046183,"yes"
"Енергодар","Кредитний рейтинг",1,1,100,47.5015067,34.6341859,"no"
"Кропивницький","Кредитний рейтинг",1,1,100,48.507933,32.262317,"yes"
"Чернігів","Кредитний рейтинг",1,1,100,51.4982,31.2893499,"yes"
"Ромни","Кредитний рейтинг",0,1,0,50.7415087,33.4809526,"no"
"Бориспіль","Кредитний рейтинг",1,1,100,50.3482,30.95615,"no"
"Миргород","Кредитний рейтинг",0,1,0,49.9627279,33.6053332,"no"
"Маріуполь","Кредитний рейтинг",0,1,0,47.097133,37.543367,"no"
"Первомайськ","Кредитний рейтинг",0,1,0,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Кредитний рейтинг",0,1,0,48.6967162,26.5825364,"no"
"Ковель","Кредитний рейтинг",0,1,0,51.209018,24.6980251,"no"
"Олександрія","Кредитний рейтинг",0,1,0,48.6632704,33.0967875,"no"
"Ніжин","Кредитний рейтинг",0,1,0,51.0377956,31.8880994,"no"
"Лубни","Кредитний рейтинг",0,1,0,50.0173168,32.9908442,"no"
"Охтирка","Кредитний рейтинг",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Кредитний рейтинг",0,1,0,49.422983,26.9871331,"yes"
"Бровари","Кредитний рейтинг",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Кредитний рейтинг",0,1,0,49.0390512,28.1085937,"no"
"Миколаїв","Кредитний рейтинг",1,1,100,46.975033,31.9945829,"yes"
"Лисичанськ","Кредитний рейтинг",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Кредитний рейтинг",0,1,0,48.8532,37.6053001,"no"
"Білгород Дністровський","Кредитний рейтинг",0,1,0,46.1854516,30.3414908,"no"
"Дубно","Кредитний рейтинг",0,1,0,50.4009139,25.7590674,"no"
"Мелітополь","Кредитний рейтинг",0,1,0,46.8550216,35.3586996,"no"
"Шепетівка","Кредитний рейтинг",0,1,0,50.1757487,27.0559924,"no"
"Чернівці","Кредитний рейтинг",0,1,0,48.2920787,25.9358367,"yes"
"Херсон","Кредитний рейтинг",0,1,0,46.635417,32.616867,"yes"
"Лиман","Кредитний рейтинг",0,1,0,48.9897585,37.8049964,"no"
"Лозова","Кредитний рейтинг",0,1,0,48.8902362,36.308001,"no"
"Каховка","Кредитний рейтинг",0,1,0,46.8117208,33.4901963,"no"
"Мукачево","Кредитний рейтинг",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Кредитний рейтинг",0,1,0,49.065783,33.410033,"no"
"Южноукраїнськ","Кредитний рейтинг",0,1,0,47.8227621,31.1840826,"no"
"Покров","Кредитний рейтинг",0,1,0,47.6572805,34.07859,"no"
"Рубіжне","Кредитний рейтинг",0,1,0,49.0161213,38.3751403,"no"
"Фастів","Кредитний рейтинг",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Кредитний рейтинг",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Кредитний рейтинг",0,1,0,49.0496835,33.2284693,"no"
"Нетішин","Кредитний рейтинг",0,1,0,50.3339731,26.6500845,"no"
"Подільськ","Кредитний рейтинг",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Кредитний рейтинг",0,1,0,49.0156679,33.6450451,"no"
"Ірпінь","Кредитний рейтинг",0,1,0,50.51875,30.239783,"no"
"Червоноград","Кредитний рейтинг",0,1,0,50.3871767,24.2199454,"no"
"Чорноморськ","Кредитний рейтинг",0,1,0,46.2952236,30.6480855,"no"
"Харків","Кредитний рейтинг",1,1,100,49.9935,36.230383,"yes"
"Бердичів","Кредитний рейтинг",0,1,0,49.9106591,28.5900313,"no"
"Славута","Кредитний рейтинг",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Кредитний рейтинг",0,1,0,49.7546828,27.2121595,"no"
"Боярка","Кредитний рейтинг",0,1,0,50.317117,30.298167,"no"
"Костянтинівка","Кредитний рейтинг",0,1,0,48.5239429,37.7075811,"no"
"Жовті Води","Кредитний рейтинг",0,1,0,48.3441198,33.5244801,"no"
"Ізюм","Кредитний рейтинг",0,1,0,49.2121445,37.2665006,"no"
"Мирноград","Кредитний рейтинг",0,1,0,48.2962118,37.2700036,"no"
"Самбір","Кредитний рейтинг",0,1,0,49.5207147,23.2065501,"no"
"Новоград-Волинський","Кредитний рейтинг",0,1,0,50.5860203,27.6363775,"no"
"Конотоп","Кредитний рейтинг",0,1,0,51.2409432,33.2050521,"no"
"Павлоград","Кредитний рейтинг",0,1,0,48.5294478,35.9032574,"no"
"Шостка","Кредитний рейтинг",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Кредитний рейтинг",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Кредитний рейтинг",0,1,0,51.3436553,25.8490867,"no"
"Марганець","Кредитний рейтинг",0,1,0,47.6489237,34.6105197,"no"
"Полтава","Кредитний рейтинг",0,1,0,49.588267,34.5514169,"yes"
"Куп'янськ","Кредитний рейтинг",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Кредитний рейтинг",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Кредитний рейтинг",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Кредитний рейтинг",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Кредитний рейтинг",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Кредитний рейтинг",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Кредитний рейтинг",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Кредитний рейтинг",0,1,0,50.5884714,32.3875825,"no"
"Умань","Кредитний рейтинг",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Кредитний рейтинг",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Кредитний рейтинг",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Кредитний рейтинг",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Виконання стратегії міста",1,1,100,48.922633,24.711117,"yes"
"Київ","Виконання стратегії міста",1,1,100,50.4501,30.5234,"yes"
"Вінниця","Виконання стратегії міста",1,1,100,49.233083,28.4682169,"yes"
"Львів","Виконання стратегії міста",1,1,100,49.839683,24.029717,"yes"
"Біла Церква","Виконання стратегії міста",1,1,100,49.7967977,30.1310853,"no"
"Одеса","Виконання стратегії міста",1,1,100,46.482526,30.7233095,"yes"
"Дружківка","Виконання стратегії міста",1,1,100,48.6161912,37.5272187,"no"
"Бердянськ","Виконання стратегії міста",1,1,100,46.7737707,36.8034779,"no"
"Серєродонецьк","Виконання стратегії міста",1,1,100,48.9481767,38.4878774,"no"
"Суми","Виконання стратегії міста",0,1,0,50.9077,34.7981,"yes"
"Володимир Волинський","Виконання стратегії міста",0,1,0,50.8481952,24.3256569,"no"
"Рівне","Виконання стратегії міста",1,1,100,50.6199,26.251617,"yes"
"Ізмаїл","Виконання стратегії міста",1,1,100,45.3501944,28.8501919,"no"
"Запоріжжя","Виконання стратегії міста",1,1,100,47.8388,35.139567,"yes"
"Кам'янське","Виконання стратегії міста",1,1,100,48.523117,34.613683,"no"
"Дрогобич","Виконання стратегії міста",0,1,0,49.3580116,23.5123193,"no"
"Коростень","Виконання стратегії міста",1,1,100,50.9532135,28.6457544,"no"
"Тернопіль","Виконання стратегії міста",1,1,100,49.553517,25.594767,"yes"
"Краматорськ","Виконання стратегії міста",1,1,100,48.738967,37.58435,"no"
"Коломия","Виконання стратегії міста",1,1,100,48.5304917,25.0412055,"no"
"Житомир","Виконання стратегії міста",0,1,0,50.25465,28.6586669,"yes"
"Калуш","Виконання стратегії міста",0,1,0,49.0414259,24.3950384,"no"
"Луцьк","Виконання стратегії міста",0,1,0,50.747233,25.325383,"yes"
"Нікополь","Виконання стратегії міста",0,1,0,47.56746,34.394815,"no"
"Ужгород","Виконання стратегії міста",0,1,0,48.6208,22.287883,"yes"
"Бахмут","Виконання стратегії міста",0,1,0,48.5986674,37.9980367,"no"
"Дніпро","Виконання стратегії міста",0,1,0,48.464717,35.046183,"yes"
"Енергодар","Виконання стратегії міста",1,1,100,47.5015067,34.6341859,"no"
"Кропивницький","Виконання стратегії міста",0,1,0,48.507933,32.262317,"yes"
"Чернігів","Виконання стратегії міста",1,1,100,51.4982,31.2893499,"yes"
"Ромни","Виконання стратегії міста",0,1,0,50.7415087,33.4809526,"no"
"Бориспіль","Виконання стратегії міста",0,1,0,50.3482,30.95615,"no"
"Миргород","Виконання стратегії міста",1,1,100,49.9627279,33.6053332,"no"
"Маріуполь","Виконання стратегії міста",0,1,0,47.097133,37.543367,"no"
"Первомайськ","Виконання стратегії міста",0,1,0,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Виконання стратегії міста",0,1,0,48.6967162,26.5825364,"no"
"Ковель","Виконання стратегії міста",0,1,0,51.209018,24.6980251,"no"
"Олександрія","Виконання стратегії міста",0,1,0,48.6632704,33.0967875,"no"
"Ніжин","Виконання стратегії міста",0,1,0,51.0377956,31.8880994,"no"
"Лубни","Виконання стратегії міста",1,1,100,50.0173168,32.9908442,"no"
"Охтирка","Виконання стратегії міста",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Виконання стратегії міста",0,1,0,49.422983,26.9871331,"yes"
"Бровари","Виконання стратегії міста",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Виконання стратегії міста",0,1,0,49.0390512,28.1085937,"no"
"Миколаїв","Виконання стратегії міста",0,1,0,46.975033,31.9945829,"yes"
"Лисичанськ","Виконання стратегії міста",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Виконання стратегії міста",0,1,0,48.8532,37.6053001,"no"
"Білгород Дністровський","Виконання стратегії міста",0,1,0,46.1854516,30.3414908,"no"
"Дубно","Виконання стратегії міста",1,1,100,50.4009139,25.7590674,"no"
"Мелітополь","Виконання стратегії міста",0,1,0,46.8550216,35.3586996,"no"
"Шепетівка","Виконання стратегії міста",0,1,0,50.1757487,27.0559924,"no"
"Чернівці","Виконання стратегії міста",0,1,0,48.2920787,25.9358367,"yes"
"Херсон","Виконання стратегії міста",0,1,0,46.635417,32.616867,"yes"
"Лиман","Виконання стратегії міста",0,1,0,48.9897585,37.8049964,"no"
"Лозова","Виконання стратегії міста",0,1,0,48.8902362,36.308001,"no"
"Каховка","Виконання стратегії міста",0,1,0,46.8117208,33.4901963,"no"
"Мукачево","Виконання стратегії міста",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Виконання стратегії міста",1,1,100,49.065783,33.410033,"no"
"Южноукраїнськ","Виконання стратегії міста",0,1,0,47.8227621,31.1840826,"no"
"Покров","Виконання стратегії міста",0,1,0,47.6572805,34.07859,"no"
"Рубіжне","Виконання стратегії міста",0,1,0,49.0161213,38.3751403,"no"
"Фастів","Виконання стратегії міста",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Виконання стратегії міста",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Виконання стратегії міста",0,1,0,49.0496835,33.2284693,"no"
"Нетішин","Виконання стратегії міста",0,1,0,50.3339731,26.6500845,"no"
"Подільськ","Виконання стратегії міста",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Виконання стратегії міста",1,1,100,49.0156679,33.6450451,"no"
"Ірпінь","Виконання стратегії міста",0,1,0,50.51875,30.239783,"no"
"Червоноград","Виконання стратегії міста",0,1,0,50.3871767,24.2199454,"no"
"Чорноморськ","Виконання стратегії міста",0,1,0,46.2952236,30.6480855,"no"
"Харків","Виконання стратегії міста",0,1,0,49.9935,36.230383,"yes"
"Бердичів","Виконання стратегії міста",0,1,0,49.9106591,28.5900313,"no"
"Славута","Виконання стратегії міста",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Виконання стратегії міста",0,1,0,49.7546828,27.2121595,"no"
"Боярка","Виконання стратегії міста",0.5,1,50,50.317117,30.298167,"no"
"Костянтинівка","Виконання стратегії міста",0,1,0,48.5239429,37.7075811,"no"
"Жовті Води","Виконання стратегії міста",1,1,100,48.3441198,33.5244801,"no"
"Ізюм","Виконання стратегії міста",0,1,0,49.2121445,37.2665006,"no"
"Мирноград","Виконання стратегії міста",1,1,100,48.2962118,37.2700036,"no"
"Самбір","Виконання стратегії міста",0,1,0,49.5207147,23.2065501,"no"
"Новоград-Волинський","Виконання стратегії міста",0,1,0,50.5860203,27.6363775,"no"
"Конотоп","Виконання стратегії міста",0,1,0,51.2409432,33.2050521,"no"
"Павлоград","Виконання стратегії міста",0,1,0,48.5294478,35.9032574,"no"
"Шостка","Виконання стратегії міста",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Виконання стратегії міста",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Виконання стратегії міста",0,1,0,51.3436553,25.8490867,"no"
"Марганець","Виконання стратегії міста",0,1,0,47.6489237,34.6105197,"no"
"Полтава","Виконання стратегії міста",0,1,0,49.588267,34.5514169,"yes"
"Куп'янськ","Виконання стратегії міста",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Виконання стратегії міста",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Виконання стратегії міста",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Виконання стратегії міста",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Виконання стратегії міста",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Виконання стратегії міста",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Виконання стратегії міста",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Виконання стратегії міста",0,1,0,50.5884714,32.3875825,"no"
"Умань","Виконання стратегії міста",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Виконання стратегії міста",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Виконання стратегії міста",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Виконання стратегії міста",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Програма підтримки підприємництва",1,1,100,48.922633,24.711117,"yes"
"Київ","Програма підтримки підприємництва",1,1,100,50.4501,30.5234,"yes"
"Вінниця","Програма підтримки підприємництва",1,1,100,49.233083,28.4682169,"yes"
"Львів","Програма підтримки підприємництва",1,1,100,49.839683,24.029717,"yes"
"Біла Церква","Програма підтримки підприємництва",1,1,100,49.7967977,30.1310853,"no"
"Одеса","Програма підтримки підприємництва",1,1,100,46.482526,30.7233095,"yes"
"Дружківка","Програма підтримки підприємництва",1,1,100,48.6161912,37.5272187,"no"
"Бердянськ","Програма підтримки підприємництва",0,1,0,46.7737707,36.8034779,"no"
"Серєродонецьк","Програма підтримки підприємництва",1,1,100,48.9481767,38.4878774,"no"
"Суми","Програма підтримки підприємництва",1,1,100,50.9077,34.7981,"yes"
"Володимир Волинський","Програма підтримки підприємництва",1,1,100,50.8481952,24.3256569,"no"
"Рівне","Програма підтримки підприємництва",1,1,100,50.6199,26.251617,"yes"
"Ізмаїл","Програма підтримки підприємництва",1,1,100,45.3501944,28.8501919,"no"
"Запоріжжя","Програма підтримки підприємництва",1,1,100,47.8388,35.139567,"yes"
"Кам'янське","Програма підтримки підприємництва",1,1,100,48.523117,34.613683,"no"
"Дрогобич","Програма підтримки підприємництва",0,1,0,49.3580116,23.5123193,"no"
"Коростень","Програма підтримки підприємництва",1,1,100,50.9532135,28.6457544,"no"
"Тернопіль","Програма підтримки підприємництва",1,1,100,49.553517,25.594767,"yes"
"Краматорськ","Програма підтримки підприємництва",0,1,0,48.738967,37.58435,"no"
"Коломия","Програма підтримки підприємництва",1,1,100,48.5304917,25.0412055,"no"
"Житомир","Програма підтримки підприємництва",1,1,100,50.25465,28.6586669,"yes"
"Калуш","Програма підтримки підприємництва",1,1,100,49.0414259,24.3950384,"no"
"Луцьк","Програма підтримки підприємництва",1,1,100,50.747233,25.325383,"yes"
"Нікополь","Програма підтримки підприємництва",1,1,100,47.56746,34.394815,"no"
"Ужгород","Програма підтримки підприємництва",1,1,100,48.6208,22.287883,"yes"
"Бахмут","Програма підтримки підприємництва",1,1,100,48.5986674,37.9980367,"no"
"Дніпро","Програма підтримки підприємництва",0,1,0,48.464717,35.046183,"yes"
"Енергодар","Програма підтримки підприємництва",0,1,0,47.5015067,34.6341859,"no"
"Кропивницький","Програма підтримки підприємництва",1,1,100,48.507933,32.262317,"yes"
"Чернігів","Програма підтримки підприємництва",1,1,100,51.4982,31.2893499,"yes"
"Ромни","Програма підтримки підприємництва",1,1,100,50.7415087,33.4809526,"no"
"Бориспіль","Програма підтримки підприємництва",0,1,0,50.3482,30.95615,"no"
"Миргород","Програма підтримки підприємництва",1,1,100,49.9627279,33.6053332,"no"
"Маріуполь","Програма підтримки підприємництва",0,1,0,47.097133,37.543367,"no"
"Первомайськ","Програма підтримки підприємництва",1,1,100,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Програма підтримки підприємництва",1,1,100,48.6967162,26.5825364,"no"
"Ковель","Програма підтримки підприємництва",1,1,100,51.209018,24.6980251,"no"
"Олександрія","Програма підтримки підприємництва",1,1,100,48.6632704,33.0967875,"no"
"Ніжин","Програма підтримки підприємництва",0,1,0,51.0377956,31.8880994,"no"
"Лубни","Програма підтримки підприємництва",0,1,0,50.0173168,32.9908442,"no"
"Охтирка","Програма підтримки підприємництва",1,1,100,50.3150962,34.9005644,"no"
"Хмельницький","Програма підтримки підприємництва",1,1,100,49.422983,26.9871331,"yes"
"Бровари","Програма підтримки підприємництва",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Програма підтримки підприємництва",0,1,0,49.0390512,28.1085937,"no"
"Миколаїв","Програма підтримки підприємництва",1,1,100,46.975033,31.9945829,"yes"
"Лисичанськ","Програма підтримки підприємництва",1,1,100,48.9066145,38.4433606,"no"
"Слов'янськ","Програма підтримки підприємництва",1,1,100,48.8532,37.6053001,"no"
"Білгород Дністровський","Програма підтримки підприємництва",1,1,100,46.1854516,30.3414908,"no"
"Дубно","Програма підтримки підприємництва",1,1,100,50.4009139,25.7590674,"no"
"Мелітополь","Програма підтримки підприємництва",1,1,100,46.8550216,35.3586996,"no"
"Шепетівка","Програма підтримки підприємництва",0,1,0,50.1757487,27.0559924,"no"
"Чернівці","Програма підтримки підприємництва",1,1,100,48.2920787,25.9358367,"yes"
"Херсон","Програма підтримки підприємництва",1,1,100,46.635417,32.616867,"yes"
"Лиман","Програма підтримки підприємництва",1,1,100,48.9897585,37.8049964,"no"
"Лозова","Програма підтримки підприємництва",0,1,0,48.8902362,36.308001,"no"
"Каховка","Програма підтримки підприємництва",1,1,100,46.8117208,33.4901963,"no"
"Мукачево","Програма підтримки підприємництва",1,1,100,48.4493055,22.7117106,"no"
"Кременчук","Програма підтримки підприємництва",1,1,100,49.065783,33.410033,"no"
"Южноукраїнськ","Програма підтримки підприємництва",0,1,0,47.8227621,31.1840826,"no"
"Покров","Програма підтримки підприємництва",0,1,0,47.6572805,34.07859,"no"
"Рубіжне","Програма підтримки підприємництва",0,1,0,49.0161213,38.3751403,"no"
"Фастів","Програма підтримки підприємництва",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Програма підтримки підприємництва",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Програма підтримки підприємництва",1,1,100,49.0496835,33.2284693,"no"
"Нетішин","Програма підтримки підприємництва",0,1,0,50.3339731,26.6500845,"no"
"Подільськ","Програма підтримки підприємництва",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Програма підтримки підприємництва",1,1,100,49.0156679,33.6450451,"no"
"Ірпінь","Програма підтримки підприємництва",1,1,100,50.51875,30.239783,"no"
"Червоноград","Програма підтримки підприємництва",0,1,0,50.3871767,24.2199454,"no"
"Чорноморськ","Програма підтримки підприємництва",1,1,100,46.2952236,30.6480855,"no"
"Харків","Програма підтримки підприємництва",1,1,100,49.9935,36.230383,"yes"
"Бердичів","Програма підтримки підприємництва",0,1,0,49.9106591,28.5900313,"no"
"Славута","Програма підтримки підприємництва",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Програма підтримки підприємництва",0,1,0,49.7546828,27.2121595,"no"
"Боярка","Програма підтримки підприємництва",0,1,0,50.317117,30.298167,"no"
"Костянтинівка","Програма підтримки підприємництва",1,1,100,48.5239429,37.7075811,"no"
"Жовті Води","Програма підтримки підприємництва",1,1,100,48.3441198,33.5244801,"no"
"Ізюм","Програма підтримки підприємництва",0,1,0,49.2121445,37.2665006,"no"
"Мирноград","Програма підтримки підприємництва",1,1,100,48.2962118,37.2700036,"no"
"Самбір","Програма підтримки підприємництва",1,1,100,49.5207147,23.2065501,"no"
"Новоград-Волинський","Програма підтримки підприємництва",0,1,0,50.5860203,27.6363775,"no"
"Конотоп","Програма підтримки підприємництва",0,1,0,51.2409432,33.2050521,"no"
"Павлоград","Програма підтримки підприємництва",1,1,100,48.5294478,35.9032574,"no"
"Шостка","Програма підтримки підприємництва",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Програма підтримки підприємництва",1,1,100,50.1770891,30.3196385,"no"
"Вараш","Програма підтримки підприємництва",0,1,0,51.3436553,25.8490867,"no"
"Марганець","Програма підтримки підприємництва",0,1,0,47.6489237,34.6105197,"no"
"Полтава","Програма підтримки підприємництва",0,1,0,49.588267,34.5514169,"yes"
"Куп'янськ","Програма підтримки підприємництва",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Програма підтримки підприємництва",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Програма підтримки підприємництва",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Програма підтримки підприємництва",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Програма підтримки підприємництва",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Програма підтримки підприємництва",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Програма підтримки підприємництва",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Програма підтримки підприємництва",0,1,0,50.5884714,32.3875825,"no"
"Умань","Програма підтримки підприємництва",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Програма підтримки підприємництва",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Програма підтримки підприємництва",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Програма підтримки підприємництва",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Електронні аукціони",0,1,0,48.922633,24.711117,"yes"
"Київ","Електронні аукціони",1,1,100,50.4501,30.5234,"yes"
"Вінниця","Електронні аукціони",0,1,0,49.233083,28.4682169,"yes"
"Львів","Електронні аукціони",1,1,100,49.839683,24.029717,"yes"
"Біла Церква","Електронні аукціони",0,1,0,49.7967977,30.1310853,"no"
"Одеса","Електронні аукціони",0,1,0,46.482526,30.7233095,"yes"
"Дружківка","Електронні аукціони",0,1,0,48.6161912,37.5272187,"no"
"Бердянськ","Електронні аукціони",0,1,0,46.7737707,36.8034779,"no"
"Серєродонецьк","Електронні аукціони",0,1,0,48.9481767,38.4878774,"no"
"Суми","Електронні аукціони",0,1,0,50.9077,34.7981,"yes"
"Володимир Волинський","Електронні аукціони",0,1,0,50.8481952,24.3256569,"no"
"Рівне","Електронні аукціони",0,1,0,50.6199,26.251617,"yes"
"Ізмаїл","Електронні аукціони",0,1,0,45.3501944,28.8501919,"no"
"Запоріжжя","Електронні аукціони",0,1,0,47.8388,35.139567,"yes"
"Кам'янське","Електронні аукціони",0,1,0,48.523117,34.613683,"no"
"Дрогобич","Електронні аукціони",1,1,100,49.3580116,23.5123193,"no"
"Коростень","Електронні аукціони",0,1,0,50.9532135,28.6457544,"no"
"Тернопіль","Електронні аукціони",0,1,0,49.553517,25.594767,"yes"
"Краматорськ","Електронні аукціони",0,1,0,48.738967,37.58435,"no"
"Коломия","Електронні аукціони",0,1,0,48.5304917,25.0412055,"no"
"Житомир","Електронні аукціони",0,1,0,50.25465,28.6586669,"yes"
"Калуш","Електронні аукціони",0,1,0,49.0414259,24.3950384,"no"
"Луцьк","Електронні аукціони",0,1,0,50.747233,25.325383,"yes"
"Нікополь","Електронні аукціони",0,1,0,47.56746,34.394815,"no"
"Ужгород","Електронні аукціони",0,1,0,48.6208,22.287883,"yes"
"Бахмут","Електронні аукціони",0,1,0,48.5986674,37.9980367,"no"
"Дніпро","Електронні аукціони",0,1,0,48.464717,35.046183,"yes"
"Енергодар","Електронні аукціони",0,1,0,47.5015067,34.6341859,"no"
"Кропивницький","Електронні аукціони",0,1,0,48.507933,32.262317,"yes"
"Чернігів","Електронні аукціони",0,1,0,51.4982,31.2893499,"yes"
"Ромни","Електронні аукціони",0,1,0,50.7415087,33.4809526,"no"
"Бориспіль","Електронні аукціони",0,1,0,50.3482,30.95615,"no"
"Миргород","Електронні аукціони",0,1,0,49.9627279,33.6053332,"no"
"Маріуполь","Електронні аукціони",0,1,0,47.097133,37.543367,"no"
"Первомайськ","Електронні аукціони",0,1,0,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Електронні аукціони",0,1,0,48.6967162,26.5825364,"no"
"Ковель","Електронні аукціони",0,1,0,51.209018,24.6980251,"no"
"Олександрія","Електронні аукціони",0,1,0,48.6632704,33.0967875,"no"
"Ніжин","Електронні аукціони",0,1,0,51.0377956,31.8880994,"no"
"Лубни","Електронні аукціони",0,1,0,50.0173168,32.9908442,"no"
"Охтирка","Електронні аукціони",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Електронні аукціони",1,1,100,49.422983,26.9871331,"yes"
"Бровари","Електронні аукціони",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Електронні аукціони",0,1,0,49.0390512,28.1085937,"no"
"Миколаїв","Електронні аукціони",0,1,0,46.975033,31.9945829,"yes"
"Лисичанськ","Електронні аукціони",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Електронні аукціони",0,1,0,48.8532,37.6053001,"no"
"Білгород Дністровський","Електронні аукціони",0,1,0,46.1854516,30.3414908,"no"
"Дубно","Електронні аукціони",0,1,0,50.4009139,25.7590674,"no"
"Мелітополь","Електронні аукціони",0,1,0,46.8550216,35.3586996,"no"
"Шепетівка","Електронні аукціони",0,1,0,50.1757487,27.0559924,"no"
"Чернівці","Електронні аукціони",0,1,0,48.2920787,25.9358367,"yes"
"Херсон","Електронні аукціони",0,1,0,46.635417,32.616867,"yes"
"Лиман","Електронні аукціони",0,1,0,48.9897585,37.8049964,"no"
"Лозова","Електронні аукціони",0,1,0,48.8902362,36.308001,"no"
"Каховка","Електронні аукціони",0,1,0,46.8117208,33.4901963,"no"
"Мукачево","Електронні аукціони",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Електронні аукціони",0,1,0,49.065783,33.410033,"no"
"Южноукраїнськ","Електронні аукціони",0,1,0,47.8227621,31.1840826,"no"
"Покров","Електронні аукціони",0,1,0,47.6572805,34.07859,"no"
"Рубіжне","Електронні аукціони",0,1,0,49.0161213,38.3751403,"no"
"Фастів","Електронні аукціони",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Електронні аукціони",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Електронні аукціони",0,1,0,49.0496835,33.2284693,"no"
"Нетішин","Електронні аукціони",0,1,0,50.3339731,26.6500845,"no"
"Подільськ","Електронні аукціони",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Електронні аукціони",0,1,0,49.0156679,33.6450451,"no"
"Ірпінь","Електронні аукціони",0,1,0,50.51875,30.239783,"no"
"Червоноград","Електронні аукціони",0,1,0,50.3871767,24.2199454,"no"
"Чорноморськ","Електронні аукціони",0,1,0,46.2952236,30.6480855,"no"
"Харків","Електронні аукціони",0,1,0,49.9935,36.230383,"yes"
"Бердичів","Електронні аукціони",0,1,0,49.9106591,28.5900313,"no"
"Славута","Електронні аукціони",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Електронні аукціони",0,1,0,49.7546828,27.2121595,"no"
